gene.x,gene.y,weight.Integrated_score,evidence: CCMI,evidence: Co-dependence,evidence: mRNA co-expression,evidence: Physical,evidence: Protein co-expression,evidence: Sequence similarity,Integrated score,interaction,name,selected,shared interaction,shared name
DBN1,RAI14,0.38,0,0.046,0.116,0.428,0.322,0.004,0.38,interacts-with,DBN1 (interacts-with) RAI14,FALSE,interacts-with,DBN1 (interacts-with) RAI14
DBN1,TWF1,0.286,0,0.069,0.143,0.415,0.091,0.403,0.286,interacts-with,DBN1 (interacts-with) TWF1,FALSE,interacts-with,DBN1 (interacts-with) TWF1
DBN1,WDR1,0.231,0,0.045,0.188,0.327,0.297,0.109,0.231,interacts-with,DBN1 (interacts-with) WDR1,FALSE,interacts-with,DBN1 (interacts-with) WDR1
DBN1,TPM4,0.454,0,0.017,0.225,0.393,0.434,0.002,0.454,interacts-with,DBN1 (interacts-with) TPM4,FALSE,interacts-with,DBN1 (interacts-with) TPM4
DBN1,ZYX,0.193,0,0.141,0.2,0.094,0.377,0.109,0.193,interacts-with,DBN1 (interacts-with) ZYX,FALSE,interacts-with,DBN1 (interacts-with) ZYX
ARID4A,ARID4B,0.502,0,0.032,0.37,0.514,0.167,0.013,0.502,interacts-with,ARID4A (interacts-with) ARID4B,FALSE,interacts-with,ARID4A (interacts-with) ARID4B
ARID4A,BRMS1L,0.477,0,0.145,0.268,0.511,0.28,0.036,0.477,interacts-with,ARID4A (interacts-with) BRMS1L,FALSE,interacts-with,ARID4A (interacts-with) BRMS1L
ARID4A,BRMS1,0.602,0,0.089,0.234,0.606,0.261,0.171,0.602,interacts-with,ARID4A (interacts-with) BRMS1,FALSE,interacts-with,ARID4A (interacts-with) BRMS1
DCAF1,DDB1,0.571,0,0.008,0.293,0.53,0.414,0.036,0.571,interacts-with,DCAF1 (interacts-with) DDB1,FALSE,interacts-with,DCAF1 (interacts-with) DDB1
DCAF1,DDA1,0.615,0,0.008,0.107,0.609,0.366,0.036,0.615,interacts-with,DCAF1 (interacts-with) DDA1,FALSE,interacts-with,DCAF1 (interacts-with) DDA1
ARID4A,CDK2AP1,0.341,0,0.1,0.088,0.443,0.304,0.01,0.341,interacts-with,ARID4A (interacts-with) CDK2AP1,FALSE,interacts-with,ARID4A (interacts-with) CDK2AP1
ARID4A,CHD4,0.277,0,0.08,0.199,0.418,0.274,0.014,0.277,interacts-with,ARID4A (interacts-with) CHD4,FALSE,interacts-with,ARID4A (interacts-with) CHD4
ARID4A,CHD3,0.264,0,0.039,0.232,0.422,0.253,0.008,0.264,interacts-with,ARID4A (interacts-with) CHD3,FALSE,interacts-with,ARID4A (interacts-with) CHD3
ARID4A,CREBBP,0.263,0,0.031,0.335,0.213,0.372,0.08,0.263,interacts-with,ARID4A (interacts-with) CREBBP,FALSE,interacts-with,ARID4A (interacts-with) CREBBP
ARID4A,EHMT2,0.218,0,0.071,0.161,0.247,0.294,0.09,0.218,interacts-with,ARID4A (interacts-with) EHMT2,FALSE,interacts-with,ARID4A (interacts-with) EHMT2
DCAF1,HERC2,0.198,0,0.008,0.392,0.206,0.092,0.036,0.198,interacts-with,DCAF1 (interacts-with) HERC2,FALSE,interacts-with,DCAF1 (interacts-with) HERC2
ARID4A,GATAD2B,0.324,0,0.1,0.313,0.422,0.263,0.21,0.324,interacts-with,ARID4A (interacts-with) GATAD2B,FALSE,interacts-with,ARID4A (interacts-with) GATAD2B
ARID4A,GATAD2A,0.284,0,0.08,0.27,0.432,0.292,0.015,0.284,interacts-with,ARID4A (interacts-with) GATAD2A,FALSE,interacts-with,ARID4A (interacts-with) GATAD2A
ARID4A,HDAC2,0.402,0,0.111,0.156,0.465,0.212,0.002,0.402,interacts-with,ARID4A (interacts-with) HDAC2,FALSE,interacts-with,ARID4A (interacts-with) HDAC2
ARID4A,HDAC1,0.713,0,0.122,0.136,0.588,0.444,0.087,0.713,interacts-with,ARID4A (interacts-with) HDAC1,FALSE,interacts-with,ARID4A (interacts-with) HDAC1
ARID4A,HMG20B,0.334,0,0.022,0.157,0.451,0.144,0.01,0.334,interacts-with,ARID4A (interacts-with) HMG20B,FALSE,interacts-with,ARID4A (interacts-with) HMG20B
ARID4A,HMG20A,0.415,0,0.085,0.233,0.473,0.135,0.036,0.415,interacts-with,ARID4A (interacts-with) HMG20A,FALSE,interacts-with,ARID4A (interacts-with) HMG20A
ARID4A,ING2,0.459,0,0.059,0.166,0.527,0.143,0.013,0.459,interacts-with,ARID4A (interacts-with) ING2,FALSE,interacts-with,ARID4A (interacts-with) ING2
ARID4A,KDM1A,0.445,0,0.113,0.192,0.451,0.257,0.007,0.445,interacts-with,ARID4A (interacts-with) KDM1A,FALSE,interacts-with,ARID4A (interacts-with) KDM1A
FOXP2,FOXP4,0.485,0,0.081,0.052,0.5,0.062,0.408,0.485,interacts-with,FOXP2 (interacts-with) FOXP4,FALSE,interacts-with,FOXP2 (interacts-with) FOXP4
ARID4A,MBD3,0.194,0,0.118,0.207,0.425,0.086,0.005,0.194,interacts-with,ARID4A (interacts-with) MBD3,FALSE,interacts-with,ARID4A (interacts-with) MBD3
ARID4A,MBD2,0.251,0,0.06,0.182,0.436,0.143,0.001,0.251,interacts-with,ARID4A (interacts-with) MBD2,FALSE,interacts-with,ARID4A (interacts-with) MBD2
ARID4A,MTA3,0.239,0,0.029,0.181,0.425,0.23,0.015,0.239,interacts-with,ARID4A (interacts-with) MTA3,FALSE,interacts-with,ARID4A (interacts-with) MTA3
ARID4A,MTA2,0.219,0,0.041,0.196,0.4,0.227,0.08,0.219,interacts-with,ARID4A (interacts-with) MTA2,FALSE,interacts-with,ARID4A (interacts-with) MTA2
ARID4A,MTA1,0.374,0,0.075,0.349,0.441,0.338,0.105,0.374,interacts-with,ARID4A (interacts-with) MTA1,FALSE,interacts-with,ARID4A (interacts-with) MTA1
DCAF1,RAD54L2,0.341,0,0.008,0.471,0.21,0.262,0.036,0.341,interacts-with,DCAF1 (interacts-with) RAD54L2,FALSE,interacts-with,DCAF1 (interacts-with) RAD54L2
ARID4A,PHF21A,0.259,0,0.06,0.276,0.407,0.232,0.097,0.259,interacts-with,ARID4A (interacts-with) PHF21A,FALSE,interacts-with,ARID4A (interacts-with) PHF21A
ARID4A,RAI1,0.182,0,0.097,0.166,0.225,0.279,0.13,0.182,interacts-with,ARID4A (interacts-with) RAI1,FALSE,interacts-with,ARID4A (interacts-with) RAI1
ARID4A,RBBP7,0.642,0,0.013,0.119,0.669,0.127,0.01,0.642,interacts-with,ARID4A (interacts-with) RBBP7,FALSE,interacts-with,ARID4A (interacts-with) RBBP7
ARID4A,RCOR3,0.389,0,0.098,0.272,0.461,0.185,0.036,0.389,interacts-with,ARID4A (interacts-with) RCOR3,FALSE,interacts-with,ARID4A (interacts-with) RCOR3
ARID4A,RCOR1,0.478,0,0.016,0.281,0.473,0.357,0.115,0.478,interacts-with,ARID4A (interacts-with) RCOR1,FALSE,interacts-with,ARID4A (interacts-with) RCOR1
ARID4A,SAP130,0.447,0,0.081,0.187,0.497,0.208,0.002,0.447,interacts-with,ARID4A (interacts-with) SAP130,FALSE,interacts-with,ARID4A (interacts-with) SAP130
ARID4A,SAP30L,0.238,0,0.048,0.158,0.404,0.23,0.009,0.238,interacts-with,ARID4A (interacts-with) SAP30L,FALSE,interacts-with,ARID4A (interacts-with) SAP30L
ARID4A,SAP30,0.643,0,0.034,0.134,0.611,0.287,0.147,0.643,interacts-with,ARID4A (interacts-with) SAP30,FALSE,interacts-with,ARID4A (interacts-with) SAP30
ARID4A,SIN3A,0.666,0,0.082,0.283,0.548,0.476,0,0.666,interacts-with,ARID4A (interacts-with) SIN3A,FALSE,interacts-with,ARID4A (interacts-with) SIN3A
ARID4A,SUDS3,0.56,0,0.065,0.302,0.498,0.412,0.01,0.56,interacts-with,ARID4A (interacts-with) SUDS3,FALSE,interacts-with,ARID4A (interacts-with) SUDS3
ARID4A,ZMYM2,0.185,0,0.066,0.364,0.191,0.211,0.012,0.185,interacts-with,ARID4A (interacts-with) ZMYM2,FALSE,interacts-with,ARID4A (interacts-with) ZMYM2
ARID4A,ZMYM3,0.23,0,0.004,0.212,0.205,0.301,0.16,0.23,interacts-with,ARID4A (interacts-with) ZMYM3,FALSE,interacts-with,ARID4A (interacts-with) ZMYM3
ARID4B,BRMS1L,0.51,0,0.137,0.16,0.516,0.286,0.036,0.51,interacts-with,ARID4B (interacts-with) BRMS1L,FALSE,interacts-with,ARID4B (interacts-with) BRMS1L
ARID4B,BRMS1,0.469,0,0.07,0.184,0.514,0.236,0.113,0.469,interacts-with,ARID4B (interacts-with) BRMS1,FALSE,interacts-with,ARID4B (interacts-with) BRMS1
ARID4B,CDK2AP1,0.233,0,0.017,0.074,0.42,0.269,0.25,0.233,interacts-with,ARID4B (interacts-with) CDK2AP1,FALSE,interacts-with,ARID4B (interacts-with) CDK2AP1
ARID4B,CHD4,0.413,0,0.002,0.213,0.428,0.387,0.002,0.413,interacts-with,ARID4B (interacts-with) CHD4,FALSE,interacts-with,ARID4B (interacts-with) CHD4
ARID4B,CHD3,0.258,0,0.175,0.243,0.415,0.245,0.134,0.258,interacts-with,ARID4B (interacts-with) CHD3,FALSE,interacts-with,ARID4B (interacts-with) CHD3
DCAF5,DDB1,0.407,0,0.199,0.132,0.486,0.188,0.15,0.407,interacts-with,DCAF5 (interacts-with) DDB1,FALSE,interacts-with,DCAF5 (interacts-with) DDB1
ARID4B,CREBBP,0.256,0,0.032,0.329,0.214,0.288,0.098,0.256,interacts-with,ARID4B (interacts-with) CREBBP,FALSE,interacts-with,ARID4B (interacts-with) CREBBP
ARID4B,EHMT2,0.263,0,0.078,0.23,0.297,0.412,0.14,0.263,interacts-with,ARID4B (interacts-with) EHMT2,FALSE,interacts-with,ARID4B (interacts-with) EHMT2
ARID4B,GATAD2B,0.46,0,0.02,0.401,0.432,0.163,0.158,0.46,interacts-with,ARID4B (interacts-with) GATAD2B,FALSE,interacts-with,ARID4B (interacts-with) GATAD2B
ARID4B,GATAD2A,0.371,0,0.036,0.18,0.437,0.282,0.102,0.371,interacts-with,ARID4B (interacts-with) GATAD2A,FALSE,interacts-with,ARID4B (interacts-with) GATAD2A
ARID4B,HDAC2,0.681,0,0.078,0.199,0.598,0.31,0.007,0.681,interacts-with,ARID4B (interacts-with) HDAC2,FALSE,interacts-with,ARID4B (interacts-with) HDAC2
ARID4B,HDAC1,0.618,0,0.086,0.162,0.612,0.218,0.148,0.618,interacts-with,ARID4B (interacts-with) HDAC1,FALSE,interacts-with,ARID4B (interacts-with) HDAC1
ARID4B,HMG20B,0.23,0,0.075,0.128,0.407,0.251,0.003,0.23,interacts-with,ARID4B (interacts-with) HMG20B,FALSE,interacts-with,ARID4B (interacts-with) HMG20B
ARID4B,HMG20A,0.255,0,0.126,0.204,0.398,0.217,0.036,0.255,interacts-with,ARID4B (interacts-with) HMG20A,FALSE,interacts-with,ARID4B (interacts-with) HMG20A
ARID4B,ING2,0.539,0,0.068,0.113,0.573,0.066,0.153,0.539,interacts-with,ARID4B (interacts-with) ING2,FALSE,interacts-with,ARID4B (interacts-with) ING2
DCAF7,DYRK1A,0.504,0,0.004,0.243,0.499,0.253,0.006,0.504,interacts-with,DCAF7 (interacts-with) DYRK1A,FALSE,interacts-with,DCAF7 (interacts-with) DYRK1A
ARID4B,KDM1A,0.534,0,0.063,0.247,0.453,0.381,0.196,0.534,interacts-with,ARID4B (interacts-with) KDM1A,FALSE,interacts-with,ARID4B (interacts-with) KDM1A
ARID4B,MBD3,0.362,0,0.061,0.183,0.459,0.085,0.099,0.362,interacts-with,ARID4B (interacts-with) MBD3,FALSE,interacts-with,ARID4B (interacts-with) MBD3
ARID4B,MBD2,0.35,0,0.152,0.184,0.441,0.182,0.006,0.35,interacts-with,ARID4B (interacts-with) MBD2,FALSE,interacts-with,ARID4B (interacts-with) MBD2
ARID4B,MTA3,0.26,0,0.052,0.219,0.421,0.182,0.011,0.26,interacts-with,ARID4B (interacts-with) MTA3,FALSE,interacts-with,ARID4B (interacts-with) MTA3
ARID4B,MTA2,0.269,0,0.08,0.156,0.38,0.308,0.195,0.269,interacts-with,ARID4B (interacts-with) MTA2,FALSE,interacts-with,ARID4B (interacts-with) MTA2
ARID4B,MTA1,0.396,0,0.048,0.224,0.44,0.298,0.003,0.396,interacts-with,ARID4B (interacts-with) MTA1,FALSE,interacts-with,ARID4B (interacts-with) MTA1
ARID4B,PHF21A,0.238,0,0.058,0.274,0.388,0.173,0.001,0.238,interacts-with,ARID4B (interacts-with) PHF21A,FALSE,interacts-with,ARID4B (interacts-with) PHF21A
ARID4B,PRKDC,0.181,0,0.003,0.233,0.189,0.23,0.07,0.181,interacts-with,ARID4B (interacts-with) PRKDC,FALSE,interacts-with,ARID4B (interacts-with) PRKDC
ARID4B,RBBP7,0.444,0,0.012,0.131,0.47,0.264,0.108,0.444,interacts-with,ARID4B (interacts-with) RBBP7,FALSE,interacts-with,ARID4B (interacts-with) RBBP7
ARID4B,RCOR1,0.295,0,0.123,0.244,0.416,0.229,0.16,0.295,interacts-with,ARID4B (interacts-with) RCOR1,FALSE,interacts-with,ARID4B (interacts-with) RCOR1
ARID4B,RCOR3,0.416,0,0.056,0.379,0.439,0.394,0.036,0.416,interacts-with,ARID4B (interacts-with) RCOR3,FALSE,interacts-with,ARID4B (interacts-with) RCOR3
ARID4B,SAP30,0.486,0,0.108,0.124,0.519,0.205,0.2,0.486,interacts-with,ARID4B (interacts-with) SAP30,FALSE,interacts-with,ARID4B (interacts-with) SAP30
ARID4B,SAP130,0.651,0,0.267,0.192,0.579,0.066,0.015,0.651,interacts-with,ARID4B (interacts-with) SAP130,FALSE,interacts-with,ARID4B (interacts-with) SAP130
ARID4B,SAP30L,0.192,0,0.101,0.184,0.389,0.178,0.087,0.192,interacts-with,ARID4B (interacts-with) SAP30L,FALSE,interacts-with,ARID4B (interacts-with) SAP30L
ARID4B,SIN3A,0.654,0,0.053,0.279,0.524,0.449,0.012,0.654,interacts-with,ARID4B (interacts-with) SIN3A,FALSE,interacts-with,ARID4B (interacts-with) SIN3A
ARID4B,SUDS3,0.517,0,0.026,0.267,0.516,0.245,0.117,0.517,interacts-with,ARID4B (interacts-with) SUDS3,FALSE,interacts-with,ARID4B (interacts-with) SUDS3
ARID4B,TCF20,0.221,0,0.168,0.237,0.223,0.244,0.114,0.221,interacts-with,ARID4B (interacts-with) TCF20,FALSE,interacts-with,ARID4B (interacts-with) TCF20
ARID4B,XRCC5,0.216,0,0.018,0.249,0.291,0.216,0.201,0.216,interacts-with,ARID4B (interacts-with) XRCC5,FALSE,interacts-with,ARID4B (interacts-with) XRCC5
ARID4B,ZMYM3,0.21,0,0.008,0.237,0.192,0.374,0.036,0.21,interacts-with,ARID4B (interacts-with) ZMYM3,FALSE,interacts-with,ARID4B (interacts-with) ZMYM3
ARID4B,ZMYM2,0.237,0,0.054,0.36,0.2,0.178,0.097,0.237,interacts-with,ARID4B (interacts-with) ZMYM2,FALSE,interacts-with,ARID4B (interacts-with) ZMYM2
ARIH1,COPS2,0.196,0,0.211,0.335,0.163,0.208,0.003,0.196,interacts-with,ARIH1 (interacts-with) COPS2,FALSE,interacts-with,ARIH1 (interacts-with) COPS2
DCAF7,SMAD2,0.199,0,0.003,0.23,0.246,0.224,0.002,0.199,interacts-with,DCAF7 (interacts-with) SMAD2,FALSE,interacts-with,DCAF7 (interacts-with) SMAD2
DCAF8,GPS1,0.187,0,0.109,0.233,0.19,0.253,0.006,0.187,interacts-with,DCAF8 (interacts-with) GPS1,FALSE,interacts-with,DCAF8 (interacts-with) GPS1
DCAF8,DDB1,0.462,0,0.037,0.212,0.515,0.256,0.074,0.462,interacts-with,DCAF8 (interacts-with) DDB1,FALSE,interacts-with,DCAF8 (interacts-with) DDB1
DCAF8,DDA1,0.444,0,0.07,0.122,0.487,0.197,0.036,0.444,interacts-with,DCAF8 (interacts-with) DDA1,FALSE,interacts-with,DCAF8 (interacts-with) DDA1
P3H1,PLOD3,0.337,0,0.003,0.343,0.124,0.498,0.373,0.337,interacts-with,P3H1 (interacts-with) PLOD3,FALSE,interacts-with,P3H1 (interacts-with) PLOD3
P3H1,PLOD1,0.367,0,0.003,0.4,0.118,0.65,0.374,0.367,interacts-with,P3H1 (interacts-with) PLOD1,FALSE,interacts-with,P3H1 (interacts-with) PLOD1
P3H1,P4HA1,0.33,0,0.018,0.349,0.229,0.502,0.373,0.33,interacts-with,P3H1 (interacts-with) P4HA1,FALSE,interacts-with,P3H1 (interacts-with) P4HA1
P3H1,P3H4,0.27,0,0.351,0.329,0.057,0.546,0.116,0.27,interacts-with,P3H1 (interacts-with) P3H4,FALSE,interacts-with,P3H1 (interacts-with) P3H4
P3H1,P3H3,0.283,0,0.004,0.423,0.058,0.544,0.014,0.283,interacts-with,P3H1 (interacts-with) P3H3,FALSE,interacts-with,P3H1 (interacts-with) P3H3
P3H3,PLOD1,0.355,0,0.012,0.315,0.159,0.528,0.374,0.355,interacts-with,P3H3 (interacts-with) PLOD1,FALSE,interacts-with,P3H3 (interacts-with) PLOD1
P3H3,P4HA1,0.204,0,0.008,0.23,0.057,0.483,0.374,0.204,interacts-with,P3H3 (interacts-with) P4HA1,FALSE,interacts-with,P3H3 (interacts-with) P4HA1
P3H3,P3H4,0.395,0,0.011,0.321,0.401,0.602,0.154,0.395,interacts-with,P3H3 (interacts-with) P3H4,FALSE,interacts-with,P3H3 (interacts-with) P3H4
P3H4,PLOD1,0.291,0,0.015,0.435,0.067,0.667,0.003,0.291,interacts-with,P3H4 (interacts-with) PLOD1,FALSE,interacts-with,P3H4 (interacts-with) PLOD1
P4HA1,PLOD3,0.226,0,0.063,0.292,0.129,0.459,0.368,0.226,interacts-with,P4HA1 (interacts-with) PLOD3,FALSE,interacts-with,P4HA1 (interacts-with) PLOD3
P4HA1,PLOD1,0.454,0,0.092,0.38,0.164,0.586,0.368,0.454,interacts-with,P4HA1 (interacts-with) PLOD1,FALSE,interacts-with,P4HA1 (interacts-with) PLOD1
DCAF11,DDB1,0.676,0,0.066,0.154,0.651,0.116,0.097,0.676,interacts-with,DCAF11 (interacts-with) DDB1,FALSE,interacts-with,DCAF11 (interacts-with) DDB1
DCAF11,DDA1,0.647,0,0.047,0.154,0.613,0.113,0.036,0.647,interacts-with,DCAF11 (interacts-with) DDA1,FALSE,interacts-with,DCAF11 (interacts-with) DDA1
DCAF11,GPS1,0.58,0,0.015,0.142,0.538,0.179,0.012,0.58,interacts-with,DCAF11 (interacts-with) GPS1,FALSE,interacts-with,DCAF11 (interacts-with) GPS1
P4HB,SEL1L,0.266,0,0.039,0.22,0.186,0.39,0.075,0.266,interacts-with,P4HB (interacts-with) SEL1L,FALSE,interacts-with,P4HB (interacts-with) SEL1L
P4HB,SRPRB,0.295,0,0.181,0.254,0.278,0.39,0.004,0.295,interacts-with,P4HB (interacts-with) SRPRB,FALSE,interacts-with,P4HB (interacts-with) SRPRB
P4HB,SRPRA,0.196,0,0.015,0.285,0.214,0.327,0.112,0.196,interacts-with,P4HB (interacts-with) SRPRA,FALSE,interacts-with,P4HB (interacts-with) SRPRA
P4HB,UGGT1,0.272,0,0.117,0.304,0.176,0.391,0.001,0.272,interacts-with,P4HB (interacts-with) UGGT1,FALSE,interacts-with,P4HB (interacts-with) UGGT1
ARMC8,GID8,0.603,0,0.035,0.142,0.584,0.255,0.003,0.603,interacts-with,ARMC8 (interacts-with) GID8,FALSE,interacts-with,ARMC8 (interacts-with) GID8
ARMC8,MAEA,0.468,0,0.047,0.198,0.501,0.267,0.012,0.468,interacts-with,ARMC8 (interacts-with) MAEA,FALSE,interacts-with,ARMC8 (interacts-with) MAEA
KLHL7,KPNA2,0.211,0,0.206,0.131,0.374,0.236,0.183,0.211,interacts-with,KLHL7 (interacts-with) KPNA2,FALSE,interacts-with,KLHL7 (interacts-with) KPNA2
ARMC8,MKLN1,0.593,0,0.019,0.203,0.556,0.277,0.036,0.593,interacts-with,ARMC8 (interacts-with) MKLN1,FALSE,interacts-with,ARMC8 (interacts-with) MKLN1
KLHL7,NUP153,0.331,0,0.053,0.186,0.432,0.272,0.073,0.331,interacts-with,KLHL7 (interacts-with) NUP153,FALSE,interacts-with,KLHL7 (interacts-with) NUP153
KLHL7,NUP50,0.407,0,0.117,0.139,0.482,0.181,0.224,0.407,interacts-with,KLHL7 (interacts-with) NUP50,FALSE,interacts-with,KLHL7 (interacts-with) NUP50
KLHL7,RAE1,0.181,0,0.153,0.216,0.295,0.145,0.084,0.181,interacts-with,KLHL7 (interacts-with) RAE1,FALSE,interacts-with,KLHL7 (interacts-with) RAE1
ARMC8,RANBP9,0.679,0,0.094,0.22,0.565,0.368,0.011,0.679,interacts-with,ARMC8 (interacts-with) RANBP9,FALSE,interacts-with,ARMC8 (interacts-with) RANBP9
ARMC8,RANBP10,0.459,0,0.027,0.179,0.503,0.262,0.139,0.459,interacts-with,ARMC8 (interacts-with) RANBP10,FALSE,interacts-with,ARMC8 (interacts-with) RANBP10
ARMC8,RMND5A,0.641,0,0.036,0.204,0.574,0.32,0.036,0.641,interacts-with,ARMC8 (interacts-with) RMND5A,FALSE,interacts-with,ARMC8 (interacts-with) RMND5A
ARMC8,WDR26,0.488,0,0.03,0.287,0.516,0.227,0.113,0.488,interacts-with,ARMC8 (interacts-with) WDR26,FALSE,interacts-with,ARMC8 (interacts-with) WDR26
ARMC8,YPEL5,0.478,0,0.027,0.158,0.518,0.267,0.008,0.478,interacts-with,ARMC8 (interacts-with) YPEL5,FALSE,interacts-with,ARMC8 (interacts-with) YPEL5
KLHL9,KLHL13,0.485,0,0.004,0.07,0.538,0.276,0.124,0.485,interacts-with,KLHL9 (interacts-with) KLHL13,FALSE,interacts-with,KLHL9 (interacts-with) KLHL13
DCP1A,DCP2,0.822,0,0.012,0.37,0.572,0.111,0.761,0.822,interacts-with,DCP1A (interacts-with) DCP2,FALSE,interacts-with,DCP1A (interacts-with) DCP2
DCP1A,EDC4,0.764,0,0.011,0.303,0.664,0.215,0.164,0.764,interacts-with,DCP1A (interacts-with) EDC4,FALSE,interacts-with,DCP1A (interacts-with) EDC4
DCP1A,EDC3,0.837,0,0.004,0.217,0.747,0.449,0.082,0.837,interacts-with,DCP1A (interacts-with) EDC3,FALSE,interacts-with,DCP1A (interacts-with) EDC3
PAF1,UBAP2L,0.226,0,0.036,0.299,0.302,0.159,0.006,0.226,interacts-with,PAF1 (interacts-with) UBAP2L,FALSE,interacts-with,PAF1 (interacts-with) UBAP2L
PAF1,WDR61,0.686,0,0.071,0.278,0.714,0.291,0.001,0.686,interacts-with,PAF1 (interacts-with) WDR61,FALSE,interacts-with,PAF1 (interacts-with) WDR61
DCP1A,UPF1,0.568,0,0.012,0.25,0.481,0.093,0.458,0.568,interacts-with,DCP1A (interacts-with) UPF1,FALSE,interacts-with,DCP1A (interacts-with) UPF1
PAFAH1B1,YWHAG,0.229,0,0.016,0.292,0.193,0.279,0.007,0.229,interacts-with,PAFAH1B1 (interacts-with) YWHAG,FALSE,interacts-with,PAFAH1B1 (interacts-with) YWHAG
DCP2,EDC4,0.6,0,0.334,0.277,0.502,0.164,0.01,0.6,interacts-with,DCP2 (interacts-with) EDC4,FALSE,interacts-with,DCP2 (interacts-with) EDC4
DCP2,EDC3,0.576,0,0.027,0.193,0.555,0.127,0.232,0.576,interacts-with,DCP2 (interacts-with) EDC3,FALSE,interacts-with,DCP2 (interacts-with) EDC3
DCP2,UPF1,0.708,0,0.043,0.213,0.499,0.19,0.542,0.708,interacts-with,DCP2 (interacts-with) UPF1,FALSE,interacts-with,DCP2 (interacts-with) UPF1
SPECC1,WDR1,0.234,0,0.17,0.164,0.128,0.404,0.036,0.234,interacts-with,SPECC1 (interacts-with) WDR1,FALSE,interacts-with,SPECC1 (interacts-with) WDR1
SPECC1,TWF1,0.209,0,0.018,0.101,0.43,0.163,0.036,0.209,interacts-with,SPECC1 (interacts-with) TWF1,FALSE,interacts-with,SPECC1 (interacts-with) TWF1
SPTAN1,SPTBN1,0.698,0,0.323,0.357,0.561,0.559,0.014,0.698,interacts-with,SPTAN1 (interacts-with) SPTBN1,FALSE,interacts-with,SPTAN1 (interacts-with) SPTBN1
KMT2C,PAXIP1,0.426,0,0.097,0.333,0.447,0.271,0.255,0.426,interacts-with,KMT2C (interacts-with) PAXIP1,FALSE,interacts-with,KMT2C (interacts-with) PAXIP1
SRP19,ZCCHC9,0.193,0,0.027,0.304,0.165,0.125,0.012,0.193,interacts-with,SRP19 (interacts-with) ZCCHC9,FALSE,interacts-with,SRP19 (interacts-with) ZCCHC9
SRP19,XPC,0.561,1,0.022,0.108,0.19,0.108,0.013,0.561,interacts-with,SRP19 (interacts-with) XPC,FALSE,interacts-with,SRP19 (interacts-with) XPC
PARD3,PRKCI,0.78,0,0.412,0.216,0.619,0.155,0.509,0.78,interacts-with,PARD3 (interacts-with) PRKCI,FALSE,interacts-with,PARD3 (interacts-with) PRKCI
PARD3,SCRIB,0.257,0,0.084,0.135,0.23,0.077,0.346,0.257,interacts-with,PARD3 (interacts-with) SCRIB,FALSE,interacts-with,PARD3 (interacts-with) SCRIB
PARD3,YWHAH,0.183,0,0.127,0.129,0.385,0.193,0.003,0.183,interacts-with,PARD3 (interacts-with) YWHAH,FALSE,interacts-with,PARD3 (interacts-with) YWHAH
KPNA1,KPNA6,0.714,0,0.071,0.346,0.524,0.544,0.007,0.714,interacts-with,KPNA1 (interacts-with) KPNA6,FALSE,interacts-with,KPNA1 (interacts-with) KPNA6
KPNA1,KPNA5,0.441,0,0,0.11,0.414,0.519,0.115,0.441,interacts-with,KPNA1 (interacts-with) KPNA5,FALSE,interacts-with,KPNA1 (interacts-with) KPNA5
SRPRB,UGGT1,0.219,0,0.084,0.212,0.171,0.362,0.244,0.219,interacts-with,SRPRB (interacts-with) UGGT1,FALSE,interacts-with,SRPRB (interacts-with) UGGT1
KPNA1,NUP50,0.527,0,0.084,0.204,0.509,0.157,0.015,0.527,interacts-with,KPNA1 (interacts-with) NUP50,FALSE,interacts-with,KPNA1 (interacts-with) NUP50
KPNA1,RAE1,0.297,0,0.134,0.194,0.244,0.094,0.415,0.297,interacts-with,KPNA1 (interacts-with) RAE1,FALSE,interacts-with,KPNA1 (interacts-with) RAE1
KPNA1,TNPO3,0.273,0,0.032,0.219,0.133,0.394,0.346,0.273,interacts-with,KPNA1 (interacts-with) TNPO3,FALSE,interacts-with,KPNA1 (interacts-with) TNPO3
KPNA1,TNPO2,0.365,0,0.033,0.18,0.171,0.212,0.382,0.365,interacts-with,KPNA1 (interacts-with) TNPO2,FALSE,interacts-with,KPNA1 (interacts-with) TNPO2
KPNA1,TNPO1,0.402,0,0.03,0.28,0.229,0.261,0.379,0.402,interacts-with,KPNA1 (interacts-with) TNPO1,FALSE,interacts-with,KPNA1 (interacts-with) TNPO1
KPNA2,KPNA4,0.485,0,0.189,0.152,0.452,0.314,0.471,0.485,interacts-with,KPNA2 (interacts-with) KPNA4,FALSE,interacts-with,KPNA2 (interacts-with) KPNA4
KPNA1,XPO5,0.342,0,0.075,0.195,0.194,0.221,0.348,0.342,interacts-with,KPNA1 (interacts-with) XPO5,FALSE,interacts-with,KPNA1 (interacts-with) XPO5
KPNA2,NAP1L4,0.189,0,0.018,0.264,0.212,0.22,0.087,0.189,interacts-with,KPNA2 (interacts-with) NAP1L4,FALSE,interacts-with,KPNA2 (interacts-with) NAP1L4
KPNA2,NUP50,0.572,0,0.203,0.279,0.539,0.198,0.415,0.572,interacts-with,KPNA2 (interacts-with) NUP50,FALSE,interacts-with,KPNA2 (interacts-with) NUP50
